,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
27,Aruba,ABW,Porcentaje de Prevalencia de VIH,America Latina y el Caribe,Ingreso alto,Mujer,15 a 24 años,,,,,,,,,,,,,,,,,,,,,
28,Aruba,ABW,Razon de ocupacion en paralamentos nacionales,America Latina y el Caribe,Ingreso alto,Mujer,Total,,,,,,,,,,,,,,,,,,,,,
29,Aruba,ABW,Razon de educacion de mujeres frente a hombres,America Latina y el Caribe,Ingreso alto,Terciaria,Total,1.3397799730301,1.3364499807358,1.3324799537659,1.2989900112152,1.3222399950027,1.3056499958038,1.3167099952698,1.2670500278473,1.2707699537277,1.30209004879,1.2919700145721,1.3329999446869,1.3309199810028,1.5464099645615,1.5595300197601,1.5579899549484,1.48461997509,,,,
30,Aruba,ABW,Razon de educacion de mujeres frente a hombres,America Latina y el Caribe,Ingreso alto,Secundaria,Total,1.033429980278,1.0467300415039,1.0537699460983,1.0481699705124,0.99976998567581,1.0036400556564,0.98843002319336,1.0298299789429,1.0712000131607,1.0498700141907,1.0518100261688,1.0560699701309,1.0176000595093,,,,,,,,
31,Aruba,ABW,Razon de educacion de mujeres frente a hombres,America Latina y el Caribe,Ingreso alto,Primaria y Secundaria,Total,0.99265998601913,0.9994900226593,0.98900002241135,0.97706001996994,0.9529100060463,0.96338999271393,0.96798002719879,0.98676002025604,1.0056099891663,1.0044399499893,1.0146000385284,1.008710026741,1.0215599536896,,,,,,,,
32,Aruba,ABW,Razon de educacion de mujeres frente a hombres,America Latina y el Caribe,Ingreso alto,Primaria,Total,0.96687000989914,0.96939998865128,0.94775998592377,0.93150001764297,0.9234099984169,0.93803000450134,0.9554700255394,0.95611000061035,0.96078997850418,0.97127997875214,0.98695999383926,0.97171002626419,1.0250799655914,0.97810000181198,0.96864002943039,,,,,,
33,Aruba,ABW,Razon de educacion de mujeres frente a hombres,America Latina y el Caribe,Ingreso alto,Alfabetizado,Total,1.0028699636459,,,,,,,,,,1.0036000013351,,,,,,,,0.99788999557495,,
34,Afganistán,AFG,Esperanza de vida al nacer,Asia meridional,Países de ingreso bajo,Hombre,Total,54.663,55.119,55.583,56.056,56.542,57.044,57.562,58.092,58.626,59.159,59.683,60.19,60.675,61.133,61.563,61.965,62.343,62.701,63.047,63.382,
35,Afganistán,AFG,Esperanza de vida al nacer,Asia meridional,Países de ingreso bajo,Mujer,Total,57.12,57.596,58.08,58.578,59.093,59.628,60.183,60.751,61.326,61.898,62.459,63.0,63.514,63.999,64.453,64.877,65.275,65.656,66.026,66.388,
36,Afganistán,AFG,Tasa de fertilidad,Asia meridional,Países de ingreso bajo,Mujer,15 a 19 años,153.951,150.192,146.433,143.7648,141.0966,138.4284,135.7602,133.092,126.633,120.174,113.715,107.256,100.797,94.429,88.061,81.693,75.325,68.957,65.141,61.325,
37,Afganistán,AFG,Refugiados por pais,Asia meridional,Países de ingreso bajo,de Origen,Total,3587327.0,3809763.0,2510294.0,2136039.0,2414460.0,2166139.0,2107510.0,3057655.0,2833116.0,2887114.0,3054699.0,2664423.0,2586132.0,2556483.0,2596259.0,2666294.0,2501447.0,2624265.0,2681267.0,2727556.0,2594774.0
38,Afganistán,AFG,Refugiados por pais,Asia meridional,Países de ingreso bajo,de Asilo,Total,,10.0,,24.0,31.0,31.0,34.0,43.0,37.0,36.0,6434.0,3011.0,16184.0,16861.0,300421.0,257553.0,59770.0,75927.0,72228.0,72227.0,72278.0
39,Afganistán,AFG,Desempleo,Asia meridional,Países de ingreso bajo,Hombre,Total,10.253999710083,10.253000259399,10.685000419617,10.567000389099,10.413000106812,10.630000114441,10.517999649048,10.717000007629,10.515999794006,10.727999687195,10.763999938965,10.461999893188,10.727999687195,10.552000045776,10.468999862671,10.420000076294,10.411999702454,10.395000457764,10.357999801636,10.409999847412,10.50800037384
40,Afganistán,AFG,Desempleo,Asia meridional,Países de ingreso bajo,Mujer,Total,13.845999717712,13.848999977112,14.354999542236,14.22200012207,14.046999931335,14.303000450134,14.178999900818,14.416999816894,14.187999725342,14.439999580383,14.487000465393,14.140000343323,14.453000068665,14.248000144958,14.152000427246,14.093999862671,14.083999633789,14.062999725342,14.012000083923,14.064999580383,16.863000869751
41,Afganistán,AFG,Tasa de Poblacion Activa,Asia meridional,Países de ingreso bajo,Hombre,mayor 15 años,76.646003723145,76.588996887207,76.490997314453,76.392997741699,76.332000732422,76.318000793457,76.421997070312,76.567001342773,76.71199798584,76.813003540039,76.842002868652,76.658996582031,76.419998168945,75.587997436523,74.736999511719,73.875,73.044998168945,72.182998657227,72.023002624512,71.862998962402,65.580001831055
42,Afganistán,AFG,Tasa de Poblacion Activa,Asia meridional,Países de ingreso bajo,Mujer,mayor 15 años,14.795000076294,14.9359998703,15.112999916077,15.298000335693,15.47500038147,15.644000053406,15.454999923706,15.27499961853,15.137000083923,15.076000213623,15.111000061035,15.454000473023,15.878999710083,16.79400062561,17.749000549316,18.746000289917,19.798000335693,20.886999130249,21.228000640869,21.565999984741,16.188999176025
43,Afganistán,AFG,Tasa de Participacion en la fuerza laboral,Asia meridional,Países de ingreso bajo,Hombre y Mujer,15 a 64 años,49.05,49.17,49.33,49.51,49.67,49.8,49.66,49.49,49.32,49.16,49.03,49.13,49.27,49.46,49.65,49.86,50.03,50.21,50.35,50.49,
44,Afganistán,AFG,Tasa de Participacion en la fuerza laboral,Asia meridional,Países de ingreso bajo,Hombre,15 a 64 años,80.57,80.54,80.53,80.54,80.58,80.65,80.73,80.81,80.83,80.78,80.63,80.39,80.13,79.43,78.74,78.05,77.33,76.58,76.51,76.44,
45,Afganistán,AFG,Tasa de Participacion en la fuerza laboral,Asia meridional,Países de ingreso bajo,Mujer,15 a 64 años,15.35,15.5,15.7,15.92,16.13,16.33,16.12,15.91,15.74,15.65,15.65,16.0,16.44,17.42,18.46,19.55,20.7,21.91,22.32,22.74,
46,Afganistán,AFG,Tasa de Participacion en la fuerza laboral,Asia meridional,Países de ingreso bajo,Hombre y Mujer,15 a 24 años,38.338001251221,38.564998626709,38.805000305176,39.029998779297,39.221000671387,39.375,39.090000152588,38.82500076294,38.604999542236,38.453998565674,38.387001037598,38.603000640869,38.863998413086,38.986999511719,39.102001190185,39.203998565674,39.286998748779,39.36600112915,39.455001831055,39.536998748779,34.062999725342
47,Afganistán,AFG,Tasa de Participacion en la fuerza laboral,Asia meridional,Países de ingreso bajo,Hombre,15 a 24 años,61.173000335693,61.375999450684,61.571998596191,61.766998291016,61.96900177002,62.169998168945,62.067001342773,61.974998474121,61.876998901367,61.761001586914,61.631000518799,61.597999572754,61.561000823975,60.953998565674,60.306999206543,59.611999511719,58.841999053955,58.013000488281,57.82799911499,57.629001617432,51.097999572754
48,Afganistán,AFG,Tasa de Participacion en la fuerza laboral,Asia meridional,Países de ingreso bajo,Mujer,15 a 24 años,13.111000061035,13.369999885559,13.682000160217,14.001999855042,14.303000450134,14.579000473023,14.262999534607,13.954000473023,13.701000213623,13.553000450134,13.541000366211,14.001000404358,14.579999923706,15.506999969482,16.478000640869,17.490999221802,18.537000656128,19.614999771118,20.018999099731,20.413999557495,16.068000793457
49,Afganistán,AFG,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,9.3,,,,,,,,,
50,Afganistán,AFG,Porcentaje de niños que solo trabajan,Asia meridional,Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,50.0,,,,,,,,,
51,Afganistán,AFG,Porcentaje de niños que solo trabajan,Asia meridional,Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,46.168201839123,,,,,,,,,
52,Afganistán,AFG,Porcentaje de niños que solo trabajan,Asia meridional,Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,60.68917175244,,,,,,,,,
53,Afganistán,AFG,Porcentaje de niños que solo trabajan y estudian,Asia meridional,Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,50.0,,,,,,,,,
54,Afganistán,AFG,Porcentaje de niños que solo trabajan y estudian,Asia meridional,Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,53.831798160877,,,,,,,,,
55,Afganistán,AFG,Porcentaje de niños que solo trabajan y estudian,Asia meridional,Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,39.31082824756,,,,,,,,,
56,Afganistán,AFG,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,13.1,,,,,,,,,
57,Afganistán,AFG,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,5.1,,,,,,,,,
58,Afganistán,AFG,Porcentaje de empleo vulnerable,Asia meridional,Países de ingreso bajo,Hombre,Total,91.879999160767,92.399997711182,91.460000991821,91.039999008179,90.96000289917,90.509996414185,90.249998092651,89.579998016357,89.259998321533,87.760000228882,86.159999847412,85.229997634888,83.609998703003,82.219997406006,81.019997596741,79.93000125885,78.760001182556,77.190000534058,76.949995994568,76.699996948242,
59,Afganistán,AFG,Porcentaje de empleo vulnerable,Asia meridional,Países de ingreso bajo,Mujer,Total,98.720002174377,98.760003089905,98.66999912262,98.599997520447,98.549998283386,98.480003356934,98.409999847412,98.309998512268,98.239999771118,97.869999885559,97.409998893738,96.93000125885,96.269997596741,95.43999671936,94.499998092651,93.400003433227,92.040000915527,90.260000228882,89.920003890991,89.470001220703,
60,Afganistán,AFG,Porcentaje de Prevalencia de VIH,Asia meridional,Países de ingreso bajo,Hombre,15 a 24 años,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
61,Afganistán,AFG,Porcentaje de Prevalencia de VIH,Asia meridional,Países de ingreso bajo,Mujer,15 a 24 años,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
62,Afganistán,AFG,Razon de ocupacion en paralamentos nacionales,Asia meridional,Países de ingreso bajo,Mujer,Total,,,,,,27.309236947791,27.309236947791,27.685950413223,27.685950413223,27.309236947791,27.710843373494,27.710843373494,27.710843373494,27.710843373494,27.710843373494,27.710843373494,27.710843373494,27.710843373494,,27.868852459016,27.016129032258
63,Afganistán,AFG,Razon de educacion de mujeres frente a hombres,Asia meridional,Países de ingreso bajo,Terciaria,Total,,,,0.28356000781059,0.28216999769211,,,,,0.23638999462128,,0.34564998745918,,,0.27599999308586,,,,0.3452300131321,,0.38688999414444
64,Afganistán,AFG,Razon de educacion de mujeres frente a hombres,Asia meridional,Países de ingreso bajo,Secundaria,Total,,0.0,,0.35076001286507,0.20961000025272,0.3264200091362,0.36353999376297,0.37503999471664,0.42550000548363,0.481350004673,0.49785000085831,0.55426001548767,0.55748999118805,0.55225998163223,0.55640000104904,0.55790001153946,0.57128000259399,0.56841999292374,0.57098001241684,,
65,Afganistán,AFG,Razon de educacion de mujeres frente a hombres,Asia meridional,Países de ingreso bajo,Primaria y Secundaria,Total,,0.0,,0.54426002502441,0.40582001209259,0.54768997430801,0.57323002815247,0.56720000505447,0.58601999282837,0.60961002111435,0.6258100271225,0.66345000267029,0.66925001144409,0.65533000230789,0.65402001142502,0.6423299908638,0.64566999673843,0.64169001579285,0.6360200047493,,
66,Afganistán,AFG,Razon de educacion de mujeres frente a hombres,Asia meridional,Países de ingreso bajo,Primaria,Total,0.0,0.0,0.45693001151085,0.56220000982285,0.43281999230385,0.58333998918533,0.62357002496719,0.61378997564316,0.63642001152039,0.65750002861023,0.67980998754501,0.71258002519607,0.72026002407074,0.70285999774933,0.69824999570847,0.68080997467041,0.67936998605728,0.67616999149322,0.66690999269485,0.67168998718262,
67,Afganistán,AFG,Razon de educacion de mujeres frente a hombres,Asia meridional,Países de ingreso bajo,Alfabetizado,Total,,,,,,,,,,,,0.5189700126648,,,,,,,,,
68,Angola,AGO,Esperanza de vida al nacer,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,Total,44.466,44.966,45.567,46.261,47.038,47.893,48.821,49.807,50.826,51.85,52.848,53.79,54.66,55.447,56.14,56.737,57.242,57.677,58.064,58.416,
69,Angola,AGO,Esperanza de vida al nacer,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,Total,48.736,49.317,50.005,50.789,51.661,52.614,53.642,54.726,55.839,56.953,58.033,59.052,59.992,60.841,61.591,62.237,62.783,63.252,63.666,64.039,
70,Angola,AGO,Tasa de fertilidad,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,15 a 19 años,196.6992,194.7656,192.832,190.5114,188.1908,185.8702,183.5496,181.229,178.4632,175.6974,172.9316,170.1658,167.4,164.0252,160.6504,157.2756,153.9008,150.526,147.958,145.39,
71,Angola,AGO,Refugiados por pais,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,de Origen,Total,433756.0,470616.0,435415.0,329573.0,228842.0,215811.0,206482.0,186137.0,171374.0,141006.0,134851.0,128657.0,19253.0,10274.0,9468.0,11855.0,8388.0,8292.0,8243.0,8176.0,8264.0
72,Angola,AGO,Refugiados por pais,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,de Asilo,Total,12086.0,12245.0,12249.0,13375.0,13963.0,13978.0,13086.0,12064.0,12704.0,14722.0,15142.0,16212.0,23401.0,23771.0,15468.0,15547.0,15547.0,41119.0,39856.0,25793.0,25806.0
73,Angola,AGO,Desempleo,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,Total,4.7760000228882,4.7699999809265,4.7430000305176,4.7659997940064,4.7410001754761,4.7259998321533,4.7220001220703,4.7030000686645,4.6960000991821,4.7069997787476,7.9499998092651,7.0100002288818,6.9889998435974,7.0,6.9990000724792,7.0120000839233,7.0240001678467,7.0130000114441,7.0190000534058,7.0120000839233,7.9010000228882
74,Angola,AGO,Desempleo,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,Total,3.2579998970032,3.2130000591278,3.1559998989105,3.1280000209808,3.0720000267029,3.0220000743866,2.9779999256134,2.9249999523163,2.8789999485016,2.8420000076294,10.925000190735,7.7210001945496,7.7150001525879,7.7410001754761,7.7540001869202,7.7810001373291,7.8070001602173,7.8099999427795,7.8289999961853,7.835000038147,8.7740001678467
75,Angola,AGO,Tasa de Poblacion Activa,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,mayor 15 años,79.064002990723,79.055000305176,79.016998291016,78.960998535156,78.901000976562,78.849998474121,78.897003173828,78.930000305176,78.955001831055,78.970001220703,78.97200012207,79.883003234863,79.921997070312,79.930000305176,79.912002563477,79.86499786377,79.827003479004,79.755996704102,79.65299987793,79.518997192383,78.797996520996
76,Angola,AGO,Tasa de Poblacion Activa,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,mayor 15 años,75.539001464844,75.545997619629,75.564002990723,75.589996337891,75.616996765137,75.640998840332,75.625,75.613998413086,75.607002258301,75.602996826172,75.605003356934,74.84700012207,74.833999633789,74.833000183105,74.843002319336,74.863998413086,74.88200378418,74.912002563477,74.955001831055,75.011001586914,73.61799621582
77,Angola,AGO,Tasa de Participacion en la fuerza laboral,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,15 a 64 años,78.07,78.04,77.92,77.86,77.76,77.66,77.68,77.68,77.7,77.79,77.84,77.96,78.02,78.07,78.09,78.09,78.12,78.09,78.03,77.93,
78,Angola,AGO,Tasa de Participacion en la fuerza laboral,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,15 a 64 años,79.65,79.59,79.42,79.31,79.14,78.97,78.98,78.97,78.97,79.07,79.12,79.27,79.33,79.38,79.38,79.36,79.38,79.31,79.21,79.03,
79,Angola,AGO,Tasa de Participacion en la fuerza laboral,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,15 a 64 años,76.49,76.48,76.44,76.41,76.38,76.36,76.39,76.42,76.46,76.53,76.59,76.67,76.73,76.79,76.83,76.87,76.9,76.91,76.9,76.88,
80,Angola,AGO,Tasa de Participacion en la fuerza laboral,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,15 a 24 años,57.143001556396,57.136001586914,57.131000518799,57.035999298096,56.972999572754,56.937999725342,57.062000274658,57.166999816895,57.236000061035,57.221000671387,57.201000213623,57.513999938965,57.576999664307,57.562000274658,57.499000549316,57.36600112915,57.234001159668,57.062000274658,56.82500076294,56.543998718262,55.536998748779
81,Angola,AGO,Tasa de Participacion en la fuerza laboral,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,15 a 24 años,55.613998413086,55.606998443604,55.589000701904,55.456001281738,55.361000061035,55.305000305176,55.479999542236,55.630001068115,55.733001708984,55.73099899292,55.717998504639,57.831001281738,57.937000274658,57.932998657227,57.859001159668,57.682998657227,57.509998321533,57.275001525879,56.944999694824,56.54700088501,55.618000030518
82,Angola,AGO,Tasa de Participacion en la fuerza laboral,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,15 a 24 años,58.650001525879,58.641998291016,58.648998260498,58.590999603271,58.55899810791,58.543998718262,58.613998413086,58.673999786377,58.708000183105,58.680999755859,58.653999328613,57.20299911499,57.223999023438,57.199001312256,57.147998809815,57.055000305176,56.964000701904,56.854000091553,56.707000732422,56.541000366211,55.458000183105
83,Angola,AGO,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,30.1,,,,,,,,,,,,,,,,,,,
84,Angola,AGO,Porcentaje de niños que solo trabajan,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,26.6,,,,,,,,,,,,,,,,,,,
85,Angola,AGO,Porcentaje de niños que solo trabajan,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,24.7,,,,,,,,,,,,,,,,,,,
86,Angola,AGO,Porcentaje de niños que solo trabajan,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,28.4,,,,,,,,,,,,,,,,,,,
87,Angola,AGO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,73.4,,,,,,,,,,,,,,,,,,,
88,Angola,AGO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,75.3,,,,,,,,,,,,,,,,,,,
89,Angola,AGO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,71.6,,,,,,,,,,,,,,,,,,,
90,Angola,AGO,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,30.0,,,,,,,,,,,,,,,,,,,
91,Angola,AGO,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,30.1,,,,,,,,,,,,,,,,,,,
92,Angola,AGO,Porcentaje de empleo vulnerable,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,Total,46.579999446869,46.670000433922,46.069999456406,45.989999294281,44.789999008179,44.660001277924,45.569998264313,45.850001335144,46.740000724793,51.430001735687,53.000001430511,54.570001602173,54.64999961853,55.770001411438,57.169998168945,58.61999797821,59.64999961853,60.710001945496,61.879999160767,62.709999084473,
93,Angola,AGO,Porcentaje de empleo vulnerable,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,Total,76.010003566742,76.190002918243,76.299997329712,76.269999504089,75.050001621246,74.940001010895,75.799996852875,76.110003471375,76.910003185272,80.400000572205,80.370000839233,81.03000164032,81.329997062683,82.369999885559,83.090002059937,83.740000724792,83.799997329712,84.120001792908,84.349999427795,84.680003166199,
94,Angola,AGO,Porcentaje de Prevalencia de VIH,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,15 a 24 años,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
95,Angola,AGO,Porcentaje de Prevalencia de VIH,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,15 a 24 años,1.0,1.1,1.1,1.2,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.0,1.0
96,Angola,AGO,Razon de ocupacion en paralamentos nacionales,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,Total,15.454545454545,15.454545454545,15.454545454545,15.454545454545,15.0,15.0,15.0,15.0,37.272727272727,38.636363636364,38.636363636364,38.181818181818,34.090909090909,34.090909090909,36.818181818182,36.818181818182,36.818181818182,30.454545454545,30.454545454545,30.0,30.0
97,Angola,AGO,Razon de educacion de mujeres frente a hombres,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Terciaria,Total,,,0.65254002809525,,,,,,,,,0.36924999952316,,0.79660999774933,,0.78540998697281,0.82565999031067,,,,
98,Angola,AGO,Razon de educacion de mujeres frente a hombres,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Secundaria,Total,0.81923997402191,0.78135997056961,0.83034998178482,,,,,,0.76563000679016,0.75932997465134,0.67870998382568,0.64081001281738,,,,,0.64333999156952,,,,
99,Angola,AGO,Razon de educacion de mujeres frente a hombres,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Primaria y Secundaria,Total,,,,,,,,,0.83309000730515,0.82340002059937,0.77762997150421,0.63032001256943,,,,,,,,,
100,Angola,AGO,Razon de educacion de mujeres frente a hombres,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Primaria,Total,,,,,,,,,0.84569001197815,0.83604997396469,0.79943001270294,0.6292200088501,,,,0.87413001060486,,,,,
101,Angola,AGO,Razon de educacion de mujeres frente a hombres,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Alfabetizado,Total,,0.75417000055313,,,,,,,,,,,,,0.83175998926163,,,,,,
102,Albania,ALB,Esperanza de vida al nacer,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,Total,71.216,71.606,71.951,72.246,72.493,72.708,72.919,73.156,73.438,73.769,74.145,74.552,74.966,75.364,75.734,76.066,76.353,76.601,76.816,77.002,
